% Model,capacitance TR.mph
% Version,COMSOL 5.3.0.260
% Date,"Dec 3 2017, 14:32"
% Table,Table 3 - Global Matrix Evaluation 1 (es.C)
% Maxwell capacitance (F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5404143547880403E-11,-2.981329376538228E-11,-1.7205230092661573E-12,-6.240088590241107E-13,-2.9977450527502267E-13,-1.6992679806547906E-13,-1.0748259341339344E-13,-7.295166850903602E-14,-5.179176202418088E-14,-3.7869891643972995E-14,-2.824075495257704E-14,-2.1348117391499935E-14,-1.6309698945371603E-14,-1.2550759650993632E-14,-9.717886427218362E-15,-7.554495903796732E-15,-5.895788646833115E-15,-4.6124349792261375E-15,-3.616512258048115E-15,-2.8406447831329124E-15,-2.2341521000295344E-15,-1.7590685881331008E-15,-1.3864349750194888E-15,-1.093720115101311E-15,-8.6351440986228E-16,-6.826807973588828E-16,-5.407352641166853E-16,-4.3037442557417026E-16,-3.4602643312549775E-16,-2.8893407967354096E-16,-4.2135736133871065E-16
-2.9813293765382284E-11,6.601953850268085E-11,-2.8550909979847424E-11,-1.3689057405978916E-12,-4.626659713425106E-13,-2.1146363931104947E-13,-1.1570435685598012E-13,-7.146208483290896E-14,-4.778275837627641E-14,-3.361921288880137E-14,-2.44366771251378E-14,-1.8146927703932135E-14,-1.3687460793313161E-14,-1.0433207121452308E-14,-8.020385857858274E-15,-6.200596998660762E-15,-4.818560367031531E-15,-3.757196499532037E-15,-2.9383010605540835E-15,-2.3032392983821177E-15,-1.8085907203084836E-15,-1.4222110725852698E-15,-1.1198264338904898E-15,-8.827112390537196E-16,-6.964899035756736E-16,-5.50366119740952E-16,-4.357642073864033E-16,-3.4672137708321613E-16,-2.78700129375991E-16,-2.326693586580261E-16,-3.3923284083531833E-16
-1.7205230092661573E-12,-2.855090997984743E-11,6.584463182774244E-11,-2.853709599849733E-11,-1.3619581661775684E-12,-4.590254705058998E-13,-2.0953452783442444E-13,-1.145491440761711E-13,-7.073106192513853E-14,-4.7316749877039215E-14,-3.330075809274073E-14,-2.420717302537449E-14,-1.7991222696925486E-14,-1.3569331390571482E-14,-1.0349899587823615E-14,-7.954398034799809E-15,-6.153550013139918E-15,-4.781378765259722E-15,-3.7290924764156176E-15,-2.9168994481851476E-15,-2.2866418187293373E-15,-1.79577930217109E-15,-1.4125123088873485E-15,-1.1125207275971562E-15,-8.772567942026419E-16,-6.928581481902834E-16,-5.483662921519902E-16,-4.361763886803124E-16,-3.505165157786298E-16,-2.925632707752627E-16,-4.2646358341705364E-16
-6.240088590241108E-13,-1.3689057405978926E-12,-2.853709599849733E-11,6.593725373666395E-11,-2.862168742851568E-11,-1.3611644633979574E-12,-4.587083561342309E-13,-2.0939870315670474E-13,-1.1451724110467206E-13,-7.078558670542072E-14,-4.738137019970431E-14,-3.335634658094308E-14,-2.4270688529897995E-14,-1.8039091509925635E-14,-1.361514061035434E-14,-1.0382755556103601E-14,-7.985058164045246E-15,-6.1766067600896286E-15,-4.800507796793065E-15,-3.744790371138497E-15,-2.9294328314425215E-15,-2.296766654172375E-15,-1.8042205187449762E-15,-1.4195807867994039E-15,-1.1184792366092543E-15,-8.828125647280173E-16,-6.983544705092541E-16,-5.552563662528803E-16,-4.460677098812869E-16,-3.722182445635756E-16,-5.424228929940969E-16
-2.9977450527502267E-13,-4.626659713425106E-13,-1.3619581661775682E-12,-2.8621687428515674E-11,6.597286046989343E-11,-2.8566030647659466E-11,-1.362162797602851E-12,-4.591099415824567E-13,-2.0961588762660803E-13,-1.1477429755142175E-13,-7.09864305523408E-14,-4.753128659625931E-14,-3.349327196786512E-14,-2.4370630263767065E-14,-1.812593268191288E-14,-1.3677642054344468E-14,-1.0437298440389159E-14,-8.026005333968361E-15,-6.209744981870092E-15,-4.827194309157096E-15,-3.7658948115936805E-15,-2.946302274762781E-15,-2.310605195234678E-15,-1.8156312767810086E-15,-1.4290521433688118E-15,-1.1270304856622698E-15,-8.909721996576787E-16,-7.080445264060112E-16,-5.685789836360372E-16,-4.742879276605098E-16,-6.90919594754075E-16
-1.6992679806547904E-13,-2.1146363931104947E-13,-4.590254705058996E-13,-1.3611644633979574E-12,-2.8566030647659472E-11,6.589269932164288E-11,-2.854358784085607E-11,-1.3628015656356065E-12,-4.592208434824129E-13,-2.0988273222367698E-13,-1.1495538266792122E-13,-7.111185512927516E-14,-4.765479147120677E-14,-3.3578282841484107E-14,-2.4448455831918448E-14,-1.8179089140672884E-14,-1.3726415569379102E-14,-1.0472942179199985E-14,-8.055125720579547E-15,-6.2333505094231724E-15,-4.8458427063987555E-15,-3.780863250937421E-15,-2.958771272989816E-15,-2.3210593033542145E-15,-1.824464377344191E-15,-1.4373837271151765E-15,-1.1353916988004167E-15,-9.016964296797074E-16,-7.237110638118087E-16,-6.034359209293864E-16,-8.78657228987889E-16
-1.0748259341339344E-13,-1.1570435685598017E-13,-2.0953452783442444E-13,-4.587083561342309E-13,-1.362162797602851E-12,-2.8543587840856075E-11,6.590539105208855E-11,-2.857694805474597E-11,-1.3635141646869374E-12,-4.59777925023511E-13,-2.1013094222146368E-13,-1.1508565958741526E-13,-7.123665891493349E-14,-4.7729208082598817E-14,-3.365099465405746E-14,-2.4493894790539362E-14,-1.822386115929418E-14,-1.375778274924878E-14,-1.0498864154233321E-14,-8.076294163452907E-15,-6.250031631733147E-15,-4.859301310650678E-15,-3.792305564738941E-15,-2.968573112385865E-15,-2.3295247394385984E-15,-1.8328649856038603E-15,-1.4462740392074987E-15,-1.1476422870853966E-15,-9.205019162870192E-16,-7.671053259033296E-16,-1.1163304990958321E-15
-7.2951668509036E-14,-7.146208483290895E-14,-1.1454914407617108E-13,-2.0939870315670474E-13,-4.591099415824566E-13,-1.3628015656356067E-12,-2.8576948054745972E-11,6.583858013017014E-11,-2.8479844186040014E-11,-1.3628982075980436E-12,-4.596867599795744E-13,-2.1014038753322447E-13,-1.1517602746545735E-13,-7.127954497128856E-14,-4.7789055668824375E-14,-3.368235431297774E-14,-2.4531183938786523E-14,-1.8247842574967195E-14,-1.3778150627431495E-14,-1.0515768751237857E-14,-8.089561498121691E-15,-6.2608582792479466E-15,-4.86888247610226E-15,-3.800844467187158E-15,-2.9762292716108855E-15,-2.337741561087749E-15,-1.8422106611559497E-15,-1.4602878822763998E-15,-1.1702855051500863E-15,-9.745911803661006E-16,-1.417234975376238E-15
-5.179176202418087E-14,-4.778275837627638E-14,-7.07310619251385E-14,-1.1451724110467203E-13,-2.0961588762660798E-13,-4.592208434824129E-13,-1.3635141646869382E-12,-2.8479844186040017E-11,6.58399410700933E-11,-2.8580778418944478E-11,-1.3627967611335194E-12,-4.595709057128554E-13,-2.1020276536999329E-13,-1.1516844208847477E-13,-7.132604232532306E-14,-4.7804893745803045E-14,-3.37139335127845E-14,-2.4548492661993638E-14,-1.826336563180818E-14,-1.3791397189020042E-14,-1.0526094569558039E-14,-8.098152742784156E-15,-6.268954314481372E-15,-4.876515862949983E-15,-3.808023317084955E-15,-2.9846453375834526E-15,-2.3480051135882925E-15,-1.8587302818219213E-15,-1.48800878617085E-15,-1.238098378507779E-15,-1.7987466196947867E-15
-3.786989164397299E-14,-3.361921288880137E-14,-4.731674987703922E-14,-7.078558670542072E-14,-1.1477429755142178E-13,-2.0988273222367703E-13,-4.597779250235111E-13,-1.3628982075980432E-12,-2.8580778418944485E-11,6.592897073974951E-11,-2.8565337784410465E-11,-1.3634588118614849E-12,-4.599051529285189E-13,-2.1018031787997276E-13,-1.1524104510519833E-13,-7.134758554082806E-14,-4.785089589377761E-14,-3.37373367489935E-14,-2.4568662961768444E-14,-1.8280116655380093E-14,-1.380421748018625E-14,-1.0536653066897517E-14,-8.108089535946256E-15,-6.278345457829068E-15,-4.885358424365719E-15,-3.818469206925785E-15,-2.9974696276638754E-15,-2.3688104937430084E-15,-1.8937753371816858E-15,-1.5739597728554014E-15,-2.283991656659317E-15
-2.824075495257703E-14,-2.4436677125137797E-14,-3.3300758092740725E-14,-4.738137019970431E-14,-7.09864305523408E-14,-1.1495538266792122E-13,-2.1013094222146375E-13,-4.596867599795744E-13,-1.36279676113352E-12,-2.856533778441047E-11,6.588186114640132E-11,-2.8534732638094988E-11,-1.3641539166017268E-12,-4.597777376967506E-13,-2.1027922225103128E-13,-1.1524387202318467E-13,-7.14000527012756E-14,-4.786812142375204E-14,-3.375230901370201E-14,-2.458142114393056E-14,-1.8289735433387175E-14,-1.38124535340592E-14,-1.0545237965134524E-14,-8.116882093481725E-15,-6.2871062985232425E-15,-4.896671723440987E-15,-3.833206278248161E-15,-3.0226705336296983E-15,-2.4123265206073974E-15,-2.0020964911489173E-15,-2.900901588208876E-15
-2.1348117391499932E-14,-1.8146927703932135E-14,-2.4207173025374487E-14,-3.335634658094308E-14,-4.7531286596259325E-14,-7.111185512927519E-14,-1.150856595874153E-13,-2.1014038753322447E-13,-4.595709057128557E-13,-1.3634588118614853E-12,-2.8534732638094994E-11,6.58940705623218E-11,-2.8575887328573704E-11,-1.3644479373427633E-12,-4.600101539865785E-13,-2.1024078900473788E-13,-1.1531975190492452E-13,-7.140558730858041E-14,-4.787065011303583E-14,-3.37551158170218E-14,-2.45832793994007E-14,-1.8292264104617786E-14,-1.3817191575382985E-14,-1.0551643295063255E-14,-8.124274093577459E-15,-6.29853113463351E-15,-4.913059256507119E-15,-3.863385127924876E-15,-3.076464368047721E-15,-2.548680998774631E-15,-3.685809757359543E-15
-1.630969894537161E-14,-1.368746079331317E-14,-1.7991222696925486E-14,-2.4270688529897992E-14,-3.349327196786512E-14,-4.765479147120679E-14,-7.123665891493349E-14,-1.151760274654574E-13,-2.102027653699933E-13,-4.599051529285191E-13,-1.3641539166017264E-12,-2.85758873285737E-11,6.584285086485448E-11,-2.8485700044039302E-11,-1.36304786908255E-12,-4.594936049076902E-13,-2.103614927687427E-13,-1.1534277231174316E-13,-7.142279891216075E-14,-4.788681833514756E-14,-3.3768087913386153E-14,-2.4595031492079517E-14,-1.830474211568514E-14,-1.3830324854799047E-14,-1.05648486125272E-14,-8.141708782387452E-15,-6.321596814762863E-15,-4.953186251667424E-15,-3.933129156683844E-15,-3.2508706912523354E-15,-4.689859268737073E-15
